rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license
5.0,no,canwar,2 (stereo),2013-07-13,level,48,XC142760.mp3,level,Canada Warbler,>20,XC142760 Canada Warbler (Cardellina canadensis),[],yes,Cardellina canadensis," Saint-Urbain, Charlevoix, Québec",47.5632,44100 (Hz),"alarm call, male",90 m,Habitat: mature mixed forest.,128000 (bps),mp3,level,,142760,https://www.xeno-canto.org/142760,Canada,Martin St-Michel,Cardellina canadensis_Canada Warbler,-70.5544,>10(s),07:04,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.5,no,canwar,2 (stereo),2013-07-13,both,44,XC142761.mp3,level,Canada Warbler,7-20,XC142761 Canada Warbler (Cardellina canadensis),['Vireo olivaceus_Red-eyed Vireo'],no,Cardellina canadensis," Saint-Urbain, Charlevoix, Québec",47.5632,44100 (Hz),song,90 m,Habitat: steep slope in mature mixed forest.,128000 (bps),mp3,level,Red-eyed Vireo (Vireo olivaceus),142761,https://www.xeno-canto.org/142761,Canada,Martin St-Michel,Cardellina canadensis_Canada Warbler,-70.5544,0-3(s),07:29,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.5,no,canwar,2 (stereo),2013-07-13,both,114,XC142762.mp3,level,Canada Warbler,7-20,XC142762 Canada Warbler (Cardellina canadensis),['Vireo olivaceus_Red-eyed Vireo'],no,Cardellina canadensis," Saint-Urbain, Charlevoix, Québec",47.5632,44100 (Hz),song,90 m,Habitat: mature mixed forest.,128000 (bps),mp3,level,Red-eyed Vireo (Vireo olivaceus),142762,https://www.xeno-canto.org/142762,Canada,Martin St-Michel,Cardellina canadensis_Canada Warbler,-70.5544,0-3(s),07:48,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
3.0,no,canwar,1 (mono),2013-09-05,Not specified,1,XC147212.mp3,Not specified,Canada Warbler,Not specified,XC147212 Canada Warbler (Cardellina canadensis),[],yes,Cardellina canadensis," Westport, Bristol, Massachusetts",41.4914,44100 (Hz),flight call,0 m,Adult male seen migrating from Gooseberry Island to the mainland.,128000 (bps),mp3,Not specified,,147212,https://www.xeno-canto.org/147212,United States,Paul J Champlin,Cardellina canadensis_Canada Warbler,-71.0393,Not specified,07:30,Paul J Champlin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,no,canwar,1 (mono),2012-06-07,Not specified,66,XC151971.mp3,Not specified,Canada Warbler,Not specified,XC151971 Canada Warbler (Cardellina canadensis),[],yes,Cardellina canadensis," Stone Chimney, Brule River State Forest, Douglas County, WIsconsin.",46.418,44100 (Hz),song,300 m,,320000 (bps),mp3,Not specified,,151971,https://www.xeno-canto.org/151971,United States,Todd Wilson,Cardellina canadensis_Canada Warbler,-91.712,Not specified,06:00,Todd Wilson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
3.5,no,canwar,2 (stereo),2014-05-06,Not specified,214,XC177487.mp3,Not specified,Canada Warbler,Not specified,XC177487 Canada Warbler (Cardellina canadensis),"['Thryothorus ludovicianus_Carolina Wren', 'Melanerpes carolinus_Red-bellied Woodpecker', 'Cardinalis cardinalis_Northern Cardinal', 'Turdus migratorius_American Robin']",yes,Cardellina canadensis," Knoxville, Tennessee",35.8589,44100 (Hz),song,300 m,,128000 (bps),mp3,Not specified,Carolina Wren (Thryothorus ludovicianus); Red-bellied Woodpecker (Melanerpes carolinus); Northern Cardinal (Cardinalis cardinalis); American Robin (Turdus migratorius),177487,https://www.xeno-canto.org/177487,United States,Mike Nelson,Cardellina canadensis_Canada Warbler,-84.0948,Not specified,08:00,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,canwar,1 (mono),2014-05-18,Not specified,16,XC178546.mp3,Not specified,Canada Warbler,Not specified,XC178546 Canada Warbler (Cardellina canadensis),[],yes,Cardellina canadensis," Northborough, Worcester County, Massachusetts",42.336,44100 (Hz),song,80 m,Canada Warbler singing from close range in edge of forest adjacent to sunlit plowed corn field.  Recording unedited other than cropping.,80000 (bps),mp3,Not specified,,178546,https://www.xeno-canto.org/178546,United States,Tim Spahr,Cardellina canadensis_Canada Warbler,-71.612,Not specified,07:30,Tim Spahr,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,2 (stereo),2014-05-25,decreasing,29,XC179576.mp3,level,Canada Warbler,7-20,XC179576 Canada Warbler (Cardellina canadensis),"['Vireo olivaceus_Red-eyed Vireo', 'Catharus fuscescens_Veery', 'Baeolophus bicolor_Tufted Titmouse', 'Seiurus aurocapilla_Ovenbird', 'Contopus virens_Eastern Wood-Pewee']",no,Cardellina canadensis," Carlisle, Middlesex County, Massachusetts",42.5039,44100 (Hz),song,60 m,"Bird singing in extensive dense brushy wooded swamp.
some areas between vocalizations cut out because of high amounts of noise. otherwise no other modifications.",320000 (bps),mp3,level,Red-eyed Vireo (Vireo olivaceus); Veery (Catharus fuscescens); Tufted Titmouse (Baeolophus bicolor); Ovenbird (Seiurus aurocapilla); Eastern Wood Pewee (Contopus virens),179576,https://www.xeno-canto.org/179576,United States,Cole W.,Cardellina canadensis_Canada Warbler,-71.3431,0-3(s),11:30,Cole W.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,2 (stereo),2014-05-24,Not specified,238,XC179676.mp3,Not specified,Canada Warbler,Not specified,XC179676 Canada Warbler (Cardellina canadensis),"['Geothlypis philadelphia_Mourning Warbler', 'Melospiza melodia_Song Sparrow', 'Molothrus ater_Brown-headed Cowbird', 'Turdus migratorius_American Robin', ""Catharus ustulatus_Swainson's Thrush""]",yes,Cardellina canadensis," OSU's Waterman Farm wood lot, Columbus, Franklin County, Ohio",40.0168,44100 (Hz),song,240 m,"Recorded along the southeast margin of the wood lot on the Ohio State University experimental farm (Waterman Farm; limited access) located in urban Columbus, OH adjacent to the OSU campus (see map). The Canada Warbler was first seen and heard along a stream inside the wood lot, then moved to the edge of the wood lot while I ran back to my car to get recording equipment. There, it was mostly in honey suckle bushes or adjacent lower branches of trees along the edge of the wood lot.  I was pleasantly surprised to have a Mourning Warbler do the audio-equivalent of ""photo bombing"" my Canada Warbler recording!  All of this session's Mourning Warbler recordings: at the end of XC179676 and throughout XC179679 (XC179681 cropped from XC179679). All of this session's Canada Warbler recordings: XC179676, XC179679 (XC179681 cropped from XC179679), and XC179691. Audacity software was used for post-processing of recordings (signal:noise reduction via high pass filter, then amplification).  Eastern Chipmunk also audible in the background. 

eBird Checklist: <http://ebird.org/ebird/view/checklist?subID=S18532024>",128000 (bps),mp3,Not specified,Mourning Warbler (Geothlypis philadelphia); Song Sparrow (Melospiza melodia); Brown-headed Cowbird (Molothrus ater); American Robin (Turdus migratorius); Swainson's Thrush (Catharus ustulatus),179676,https://www.xeno-canto.org/179676,United States,Paul J. Hurtado,Cardellina canadensis_Canada Warbler,-83.0435,Not specified,09:00,Paul J. Hurtado,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,canwar,2 (stereo),2014-05-24,Not specified,225,XC179679.mp3,Not specified,Canada Warbler,Not specified,XC179679 Canada Warbler (Cardellina canadensis),"['Geothlypis philadelphia_Mourning Warbler', 'Melospiza melodia_Song Sparrow', 'Cardinalis cardinalis_Northern Cardinal', 'Haemorhous mexicanus_House Finch', 'Corvus brachyrhynchos_American Crow', 'Molothrus ater_Brown-headed Cowbird', 'Turdus migratorius_American Robin']",yes,Cardellina canadensis," OSU's Waterman Farm wood lot, Columbus, Franklin County, Ohio",40.0168,44100 (Hz),song,240 m,"Recorded along the southeast margin of the wood lot on the Ohio State University experimental farm (Waterman Farm; limited access) located in urban Columbus, OH adjacent to the OSU campus (see map).  See XC179676 for a recording just prior to this one.  Canada Warbler in honey suckle bushes or adjacent lower branches of trees along the edge of the wood lot.  Mourning Warbler lower in the same vegetation.  All of this session's Mourning Warbler recordings: at the end of XC179676 and throughout XC179679 (XC179681 cropped from XC179679). All of this session's Canada Warbler recordings: XC179676, XC179679 (XC179681 cropped from XC179679), and XC179691. Audacity software was used for post-processing of recordings (signal:noise reduction via high pass filter, then amplification).  

eBird Checklist: <http://ebird.org/ebird/view/checklist?subID=S18532024>",128000 (bps),mp3,Not specified,Mourning Warbler (Geothlypis philadelphia); Song Sparrow (Melospiza melodia); Northern Cardinal (Cardinalis cardinalis); House Finch (Haemorhous mexicanus); American Crow (Corvus brachyrhynchos); Brown-headed Cowbird (Molothrus ater); American Robin (Turdus migratorius),179679,https://www.xeno-canto.org/179679,United States,Paul J. Hurtado,Cardellina canadensis_Canada Warbler,-83.0435,Not specified,09:05,Paul J. Hurtado,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,canwar,2 (stereo),2014-05-24,Not specified,41,XC179691.mp3,Not specified,Canada Warbler,Not specified,XC179691 Canada Warbler (Cardellina canadensis),"['Turdus migratorius_American Robin', 'Molothrus ater_Brown-headed Cowbird', 'Haemorhous mexicanus_House Finch', 'Melospiza melodia_Song Sparrow']",yes,Cardellina canadensis," OSU's Waterman Farm wood lot, Columbus, Franklin County, Ohio",40.0168,44100 (Hz),song,240 m,"See XC179676 and XC179679 (XC179681) for a recordings just prior to this one. Recorded along the southeast margin of the wood lot on the Ohio State University experimental farm (Waterman Farm; limited access) located in urban Columbus, OH adjacent to the OSU campus (see map). While recording a Canada Warbler in honey suckle bushes and adjacent lower branches of trees along the edge of the wood lot, a Mourning Warbler appeared lower in the same vegetation and joined the Canada Warbler's late morning singing. This recording was made after the Mourning left the area. All of this session's Mourning Warbler recordings: at the end of XC179676 and throughout XC179679 (XC179681 cropped from XC179679). All of this session's Canada Warbler recordings: XC179676, XC179679 (XC179681 cropped from XC179679), and XC179691. Audacity software was used for post-processing of recordings (signal:noise reduction via high pass filter, then amplification).  

eBird Checklist: <http://ebird.org/ebird/view/checklist?subID=S18532024>",128000 (bps),mp3,Not specified,American Robin (Turdus migratorius); Brown-headed Cowbird (Molothrus ater); House Finch (Haemorhous mexicanus); Song Sparrow (Melospiza melodia),179691,https://www.xeno-canto.org/179691,United States,Paul J. Hurtado,Cardellina canadensis_Canada Warbler,-83.0435,Not specified,09:15,Paul J. Hurtado,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,1 (mono),2014-05-20,Not specified,55,XC180080.mp3,Not specified,Canada Warbler,Not specified,XC180080 Canada Warbler (Cardellina canadensis),"['Cardinalis cardinalis_Northern Cardinal', 'Vireo olivaceus_Red-eyed Vireo', 'Thryothorus ludovicianus_Carolina Wren']",yes,Cardellina canadensis," W Lancaster, Lancaster Co., Pennsylvania",40.043,44100 (Hz),song,90 m,Natural songs from a bird about 20m up in Basswood and Hackberry trees in second growth deciduous woodland greenspace along creek in otherwise suburban area.,128000 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis); Red-eyed Vireo (Vireo olivaceus); Carolina Wren (Thryothorus ludovicianus),180080,https://www.xeno-canto.org/180080,United States,Dan Lane,Cardellina canadensis_Canada Warbler,-76.345,Not specified,08:30,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,canwar,1 (mono),2014-06-07,Not specified,33,XC181483.mp3,Not specified,Canada Warbler,Not specified,XC181483 Canada Warbler (Cardellina canadensis),[],yes,Cardellina canadensis," Cold Lake, Alberta",54.4657,48000 (Hz),song,550 m,Managed to record a little of this bird by itself while it was actively dueling with a nearby opponent across the road.  The 'chp' agitation calls preceding some of the songs are from the same bird (especially noticeable before the third song in the recording). Aspen and shrub habitat. https://ebird.org/view/checklist/S18736822,128000 (bps),mp3,Not specified,,181483,https://www.xeno-canto.org/181483,Canada,Randy Dzenkiw,Cardellina canadensis_Canada Warbler,-110.1198,0-3(s),15:30,Randy Dzenkiw,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,,canwar,2 (stereo),2014-06-14,Not specified,7,XC182002.mp3,accelerating,Canada Warbler,Not specified,XC182002 Canada Warbler (Cardellina canadensis),['Parkesia noveboracensis_Northern Waterthrush'],,Cardellina canadensis," Concord, Middlesex County, Massachusetts",42.5011,44100 (Hz),song,60 m,"Very territorial bird singing from midlevel in a semi-wooded swamp. Habitat is extremely dense. Trees include red maple (dominant), black tupelo, occasional white pines. Understory diverse with about equal parts sweet pepperbush, winterberry, highbush blueberry, and swamp azalea, with common greenbrier making things more dense. Adjacent uplands have hemlocks and sweet birch dominating the forest. 

bird-seen:yes",320000 (bps),mp3,Not specified,Northern Waterthrush (Parkesia noveboracensis),182002,https://www.xeno-canto.org/182002,United States,Cole W.,Cardellina canadensis_Canada Warbler,-71.3444,0-3(s),08:44,Cole W.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,2 (stereo),2014-06-14,Not specified,41,XC182148.mp3,Not specified,Canada Warbler,Not specified,XC182148 Canada Warbler (Cardellina canadensis),['Cardinalis cardinalis_Northern Cardinal'],yes,Cardellina canadensis," Carlisle Swamp, Estabrook Woods, Middlesex County, Massachusetts",42.5012,48000 (Hz),song,60 m,"Nearby CAWA, 2nd in middle distance, and faint chips of distant third bird.",128000 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis),182148,https://www.xeno-canto.org/182148,United States,David Swain,Cardellina canadensis_Canada Warbler,-71.3454,Not specified,11:30,David Swain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,2 (stereo),2014-06-20,level,2,XC182772.mp3,level,Canada Warbler,4-6,XC182772 Canada Warbler (Cardellina canadensis),['Catharus fuscescens_Veery'],yes,Cardellina canadensis," Burrillville, Providence County, Rhode Island",41.9661,48000 (Hz),"call, male, song",170 m,"Canon EOS Rebel T3i built-in mic. Habitat: Tall deciduous trees, young and growing Eastern White Pines. Some heath undergrowth. Not too far from cedar-hemlock stand and a wet area. Behavior: presumably checking out the intruder (me), as it was flying around calling, but still singing. As it came closer to me and continued to call, another male Canada came out from behind me and the two had a bit of a tussle, presumably over the territory. Conditions: Sunny, slight breeze, 65 degrees F.",128000 (bps),mp3,level,Veery (Catharus fuscescens),182772,https://www.xeno-canto.org/182772,United States,Dylan Pedro,Cardellina canadensis_Canada Warbler,-71.6847,0-3(s),10:30,Dylan Pedro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,canwar,2 (stereo),2014-06-29,Not specified,30,XC185327.mp3,Not specified,Canada Warbler,Not specified,XC185327 Canada Warbler (Cardellina canadensis),[],yes,Cardellina canadensis," Spring Pond Bog, Franklin County, New York",44.3675,44100 (Hz),call,480 m,"One of a pair, in bushes near stream that crossed trail. probably on nesting territory. 5m distant.",128000 (bps),mp3,Not specified,,185327,https://www.xeno-canto.org/185327,United States,Jorge de Leon Cardozo and Susan Hochgraf,Cardellina canadensis_Canada Warbler,-74.5093,Not specified,13:00,Jorge de Leon Cardozo and Susan Hochgraf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,canwar,2 (stereo),2014-06-28,Not specified,33,XC186311.mp3,Not specified,Canada Warbler,Not specified,XC186311 Canada Warbler (Cardellina canadensis),[],no,Cardellina canadensis," Saint-Damase-de-L'Islet, L'Islet, Québec",47.2069,44100 (Hz),"male, song",300 m,"Habitat: mature mixed forest, river.",128000 (bps),mp3,Not specified,,186311,https://www.xeno-canto.org/186311,Canada,Martin St-Michel,Cardellina canadensis_Canada Warbler,-69.9436,Not specified,08:22,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2.5,no,canwar,2 (stereo),2014-07-14,both,49,XC187152.mp3,level,Canada Warbler,7-20,XC187152 Canada Warbler (Cardellina canadensis),"['Poecile atricapillus_Black-capped Chickadee', 'Baeolophus bicolor_Tufted Titmouse', 'Catharus fuscescens_Veery']",no,Cardellina canadensis," Concord, Middlesex County, Massachusetts",42.5004,44100 (Hz),song,40 m,"no modification.
bird singing from same location (and habitat) as XC182002.
may have been drawn in closer to mobbing chickadees and titmice on edge of swamp, but stayed in the back and didn't come out of its habitat.",320000 (bps),mp3,both,Black-capped Chickadee (Poecile atricapillus); Tufted Titmouse (Baeolophus bicolor); Veery (Catharus fuscescens),187152,https://www.xeno-canto.org/187152,United States,Cole W.,Cardellina canadensis_Canada Warbler,-71.3437,0-3(s),12:49:11,Cole W.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,1 (mono),2014-06-16,both,145,XC189299.mp3,level,Canada Warbler,7-20,XC189299 Canada Warbler (Cardellina canadensis),['Zonotrichia albicollis_White-throated Sparrow'],yes,Cardellina canadensis," Luyben Mainline Access Road, Liard Highway, British Columbia",59.0988,44100 (Hz),song,600 m,"Individual No 1 recorded at this location, 1st recording of it; recorded at very low gain because of stream, then filtered and amplified; loudest songs in last third of recording (sounds clean, but technically may be a little abused)",128000 (bps),mp3,level,White-throated Sparrow (Zonotrichia albicollis),189299,https://www.xeno-canto.org/189299,Canada,Richard E. Webster,Cardellina canadensis_Canada Warbler,-123.4621,0-3(s),11:55,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,1 (mono),2014-06-16,both,324,XC189300.mp3,level,Canada Warbler,7-20,XC189300 Canada Warbler (Cardellina canadensis),['Zonotrichia albicollis_White-throated Sparrow'],yes,Cardellina canadensis," Luyben Mainline Access Road, Liard Highway, British Columbia",59.0988,44100 (Hz),song,600 m,"Individual No 1 recorded at this location, 2nd recording of it; heavily filtered for loud stream",128000 (bps),mp3,level,White-throated Sparrow (Zonotrichia albicollis),189300,https://www.xeno-canto.org/189300,Canada,Richard E. Webster,Cardellina canadensis_Canada Warbler,-123.4621,0-3(s),12:03,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,yes,canwar,1 (mono),2014-06-16,both,100,XC189301.mp3,level,Canada Warbler,7-20,XC189301 Canada Warbler (Cardellina canadensis),"['Vireo gilvus_Warbling Vireo', 'Zonotrichia albicollis_White-throated Sparrow', 'Setophaga magnolia_Magnolia Warbler']",yes,Cardellina canadensis," Luyben Mainline Access Road, Liard Highway, British Columbia",59.0988,44100 (Hz),song,600 m,"Individual No 1 recorded at this location, 3rd recording of it; singing from 1m up in 2m high thicket of alders on a slope along a side creek (stream somewhat filtered); intervals shortened at 0:50 and 1:20 (one clean bit of recording at the end away from the stream)",128000 (bps),mp3,level,Warbling Vireo (Vireo gilvus); White-throated Sparrow (Zonotrichia albicollis); Magnolia Warbler (Setophaga magnolia),189301,https://www.xeno-canto.org/189301,Canada,Richard E. Webster,Cardellina canadensis_Canada Warbler,-123.4621,0-3(s),12:16,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,1 (mono),2014-06-16,both,238,XC189302.mp3,level,Canada Warbler,7-20,XC189302 Canada Warbler (Cardellina canadensis),['Leiothlypis peregrina_Tennessee Warbler'],no,Cardellina canadensis," Luyben Mainline Access Road, Liard Highway, British Columbia",59.0988,44100 (Hz),song,600 m,"Individual No 2 recorded at this location; ID presumed; interval shortened at 3:03; prior to that, sounds like two birds in the same thicket??",128000 (bps),mp3,level,American Yellow Warbler (Setophaga aestiva); Tennessee Warbler (Leiothlypis peregrina),189302,https://www.xeno-canto.org/189302,Canada,Richard E. Webster,Cardellina canadensis_Canada Warbler,-123.4621,0-3(s),12:51,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,2 (stereo),2014-07-19,Not specified,24,XC193417.mp3,Not specified,Canada Warbler,Not specified,XC193417 Canada Warbler (Cardellina canadensis),"['Troglodytes hiemalis_Winter Wren', 'Cardellina canadensis_Canada Warbler']",no,Cardellina canadensis," Sainte-Apolline-de-Patton, Montmagny, Québec",46.8062,44100 (Hz),"male, song",500 m,"Habitat: shrubland, bog, mature mixed forest.",128000 (bps),mp3,Not specified,Winter Wren (Troglodytes hiemalis); Canada Warbler (Cardellina canadensis),193417,https://www.xeno-canto.org/193417,Canada,Martin St-Michel,Cardellina canadensis_Canada Warbler,-70.2669,Not specified,07:58,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,2 (stereo),2014-06-05,level,26,XC196859.mp3,level,Canada Warbler,7-20,XC196859 Canada Warbler (Cardellina canadensis),"['Troglodytes hiemalis_Winter Wren', 'Seiurus aurocapilla_Ovenbird']",yes,Cardellina canadensis," Opportunity No. 17 (near  Slave Lake), Division No. 17, Alberta",57,44100 (Hz),"male, song",550 m,,192000 (bps),mp3,level,Winter Wren (Troglodytes hiemalis); Ovenbird (Seiurus aurocapilla),196859,https://www.xeno-canto.org/196859,Canada,Alex MacPhail,Cardellina canadensis_Canada Warbler,-113.414,0-3(s),08:08,Alex MacPhail,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2.5,no,canwar,2 (stereo),2014-10-05,Not specified,30,XC205942.mp3,Not specified,Canada Warbler,Not specified,XC205942 Canada Warbler (Cardellina canadensis),"['Crotophaga sulcirostris_Groove-billed Ani', 'Eumomota superciliosa_Turquoise-browed Motmot', 'Ramphocaenus melanurus_Long-billed Gnatwren']",yes,Cardellina canadensis," Cerro Guazapa-Sendero La Mora, Suchitoto, Cuscatlán",13.9318,48000 (Hz),call,550 m,,320000 (bps),mp3,Not specified,Groove-billed Ani (Crotophaga sulcirostris); Turquoise-browed Motmot (Eumomota superciliosa); Trilling Gnatwren (Ramphocaenus melanurus); Velasquez's Woodpecker (Melanerpes santacruzi),205942,https://www.xeno-canto.org/205942,El Salvador,Walter Rivera,Cardellina canadensis_Canada Warbler,-89.0981,Not specified,08:00,Walter Rivera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,canwar,2 (stereo),2015-02-22,Not specified,14,XC217567.mp3,Not specified,Canada Warbler,Not specified,XC217567 Canada Warbler (Cardellina canadensis),[],yes,Cardellina canadensis," Tandayapa Bird Lodge, Tandayapa Valley, Pichincha",0.01,44100 (Hz),call,1700 m,"Same bird as XC217568.
Sennheiser ME66 +FEL 3.5 MX + Sony M10; high-pass filter (2000Hz, 6dB)",320000 (bps),mp3,Not specified,,217567,https://www.xeno-canto.org/217567,Ecuador,Cedric MROCZKO,Cardellina canadensis_Canada Warbler,-78.6776,Not specified,08:00,Cedric MROCZKO,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,canwar,2 (stereo),2015-02-22,Not specified,25,XC217568.mp3,Not specified,Canada Warbler,Not specified,XC217568 Canada Warbler (Cardellina canadensis),[],yes,Cardellina canadensis," Tandayapa Bird Lodge, Tandayapa Valley, Pichincha",0.01,44100 (Hz),call,1700 m,"Same bird as XC217567.
Sennheiser ME66 +FEL 3.5 MX + Sony M10; high-pass filter (2000Hz, 6dB)",320000 (bps),mp3,Not specified,,217568,https://www.xeno-canto.org/217568,Ecuador,Cedric MROCZKO,Cardellina canadensis_Canada Warbler,-78.6776,Not specified,08:00,Cedric MROCZKO,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,1 (mono),2014-04-27,Not specified,44,XC235918.mp3,Not specified,Canada Warbler,Not specified,XC235918 Canada Warbler (Cardellina canadensis),"['Cardinalis cardinalis_Northern Cardinal', 'Vireo olivaceus_Red-eyed Vireo', 'Agelaius phoeniceus_Red-winged Blackbird']",yes,Cardellina canadensis," Simpsonville, Greenville County, South Carolina",34.7916,44100 (Hz),"call, male, song",240 m,"Brightly-colored male singing from about 6 feet off the ground in a young, understory tree in a strip of woods surrounding a damp, grassy wetland.  Bird twitched about the branches in typical Canada Warbler behavior.",115409 (bps),mp3,both,Northern Cardinal (Cardinalis cardinalis); Red-eyed Vireo (Vireo olivaceus); Red-winged Blackbird (Agelaius phoeniceus),235918,https://www.xeno-canto.org/235918,United States,Kevin Kubach,Cardellina canadensis_Canada Warbler,-82.2509,0-3(s),08:27,Kevin Kubach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,canwar,1 (mono),2008-01-18,Not specified,65,XC240079.mp3,Not specified,Canada Warbler,Not specified,XC240079 Canada Warbler (Cardellina canadensis),"['Myadestes ralloides_Andean Solitaire', 'Tangara arthus_Golden Tanager']",yes,Cardellina canadensis," Corredor biológico Pavas-Laureles, Vereda Cruces, Filandia, Quindío",4.6922,44100 (Hz),"song, male",1970 m,"One bird in a mixed bird flock. ID accurancy: 100%.  Habitat: Canopy of low montane forest border. Weather: Sunny and clear sky. Code: OHM022B_1344 Cardellina canadenis.  Equipment: Marantz PMD 222 with Sennheiser ME 66, TDK 60 SA-II.",128000 (bps),mp3,Not specified,Andean Solitaire (Myadestes ralloides); Golden Tanager (Tangara arthus),240079,https://www.xeno-canto.org/240079,Colombia,Oscar Humberto Marín Gómez,Cardellina canadensis_Canada Warbler,-75.63087,Not specified,06:35,Oscar Humberto Marín Gómez,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2.5,no,canwar,1 (mono),2002-03-19,Not specified,112,XC242328.mp3,Not specified,Canada Warbler,Not specified,XC242328 Canada Warbler (Cardellina canadensis),['Phlogophilus hemileucurus_Ecuadorian Piedtail'],yes,Cardellina canadensis, Napo: 3 km NW Guagua Sumaco,-0.693,44100 (Hz),song,1260 m,Heavily logged humid forest. Reference: B: 547-567 (Hylsemx1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).,128000 (bps),mp3,Not specified,Ecuadorian Piedtail (Phlogophilus hemileucurus),242328,https://www.xeno-canto.org/242328,Ecuador,Niels Krabbe,Cardellina canadensis_Canada Warbler,-77.605,Not specified,07:28,Niels Krabbe,Creative Commons Attribution-ShareAlike 4.0
5.0,no,canwar,1 (mono),1991-12-17,Not specified,20,XC243290.mp3,Not specified,Canada Warbler,Not specified,XC243290 Canada Warbler (Cardellina canadensis),[],yes,Cardellina canadensis, Napo: Cord. de los Guacamayos (1700-1800 m),-0.655,44100 (Hz),call,1800 m,Humid forest. Reference: XLIA 157-161 (Wilcan1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).,128000 (bps),mp3,Not specified,,243290,https://www.xeno-canto.org/243290,Ecuador,Niels Krabbe,Cardellina canadensis_Canada Warbler,-77.784,Not specified,03:00:00 PM,Niels Krabbe,Creative Commons Attribution-ShareAlike 4.0
2.5,no,canwar,1 (mono),2003-03-25,Not specified,24,XC243291.mp3,Not specified,Canada Warbler,Not specified,XC243291 Canada Warbler (Cardellina canadensis),['Myioborus miniatus_Slate-throated Redstart'],yes,Cardellina canadensis, Zamora-Chinchipe: Río Bombuscaro,-4.108,44100 (Hz),song,1000 m,Humid forest. Reference: A 84-87 (WilcanQ1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).,128000 (bps),mp3,Not specified,Slate-throated Whitestart (Myioborus miniatus),243291,https://www.xeno-canto.org/243291,Ecuador,Niels Krabbe,Cardellina canadensis_Canada Warbler,-78.964,Not specified,09:25:00 AM,Niels Krabbe,Creative Commons Attribution-ShareAlike 4.0
